radon	floor	uranium	county
2.312535424	0	0.277578705	8
0.78845736	0	-0.332315488	9
0.587786665	0	-0.332315488	9
1.223775432	0	-0.332315488	9
1.722766598	1	-0.332315488	9
1.458615023	0	-0.332315488	9
1.360976553	0	-0.332315488	9
0.262364264	0	-0.332315488	9
1.435084525	0	-0.332315488	9
-0.223143551	0	-0.332315488	9
0.693147181	0	-0.332315488	9
0.470003629	0	0.095864572	10
2.557227311	0	0.095864572	10
2.687847494	1	0.095864572	10
1.547562509	1	0.095864572	10
2.261763098	0	0.095864572	10
-2.302585093	1	0.095864572	10
1.30833282	0	-0.608219807	11
2.00148	0	-0.608219807	11
0.641853886	0	-0.608219807	11
1.667706821	0	-0.608219807	11
1.386294361	0	-0.608219807	11
2.041220329	0	0.273684563	12
0.336472237	0	0.273684563	12
2.302585093	0	0.273684563	12
2.240709689	0	0.273684563	12
-0.223143551	0	-0.735320087	13
1.481604541	0	-0.735320087	13
1.609437912	0	-0.735320087	13
0.741937345	0	-0.735320087	13
0.530628251	0	-0.735320087	13
2.091864062	0	-0.735320087	13
-0.105360516	1	0.343781175	14
2.557227311	0	0.343781175	14
0.955511445	0	0.343781175	14
1.252762968	1	0.343781175	14
3.280911216	0	0.343781175	14
0.405465108	0	0.343781175	14
2.564949357	0	0.343781175	14
2.174751721	0	0.343781175	14
2.970414466	0	0.343781175	14
0.916290732	1	0.343781175	14
2.197224577	0	0.343781175	14
2.57261223	0	0.343781175	14
1.280933845	0	0.343781175	14
1.931521412	1	0.343781175	14
1.568615918	1	-0.059860414	15
1.223775432	0	-0.059860414	15
-0.105360516	1	-0.059860414	15
1.223775432	0	-0.059860414	15
0.993251773	0	-0.504995983	16
0.336472237	0	-0.504995983	16
1.916922612	0	0.339560321	17
2.406945108	1	0.339560321	17
-2.302585093	1	0.339560321	17
0.916290732	1	0.339560321	17
0.587786665	0	-0.6333907	18
0.470003629	0	-0.6333907	18
0	1	-0.6333907	18
-0.105360516	0	-0.6333907	18
1.064710737	0	-0.6333907	18
1.481604541	0	-0.6333907	18
0.405465108	0	-0.6333907	18
1.410986974	0	-0.6333907	18
0.916290732	1	-0.6333907	18
1.902107526	1	-0.6333907	18
1.458615023	0	-0.6333907	18
1.704748092	0	-0.6333907	18
1.280933845	0	-0.024145162	19
1.029619417	0	-0.024145162	19
2.681021529	0	-0.024145162	19
1.902107526	0	-0.024145162	19
2.079441542	0	-0.024145162	19
0.955511445	0	-0.024145162	19
1.029619417	1	-0.024145162	19
1.481604541	0	-0.024145162	19
0.530628251	1	-0.024145162	19
0.693147181	0	-0.024145162	19
0.693147181	0	-0.024145162	19
0.405465108	0	-0.024145162	19
2.261763098	0	-0.024145162	19
2.091864062	0	-0.024145162	19
1.252762968	0	-0.024145162	19
-0.223143551	1	-0.024145162	19
1.62924054	0	-0.024145162	19
1.16315081	0	-0.024145162	19
2.379546134	0	-0.024145162	19
2.104134154	0	-0.024145162	19
1.840549633	0	-0.024145162	19
1.568615918	0	-0.024145162	19
1.791759469	0	-0.024145162	19
0.09531018	0	-0.024145162	19
2.163323026	0	-0.024145162	19
2.174751721	0	-0.024145162	19
1.916922612	0	-0.024145162	19
0.832909123	0	-0.024145162	19
0.470003629	0	-0.024145162	19
1.029619417	0	-0.024145162	19
1.871802177	0	-0.024145162	19
0.530628251	0	-0.024145162	19
1.526056303	0	-0.024145162	19
1.193922468	0	-0.024145162	19
1.481604541	0	-0.024145162	19
3.054001182	0	-0.024145162	19
2.208274414	0	-0.024145162	19
-0.105360516	0	-0.024145162	19
1.589235205	0	-0.024145162	19
1.609437912	0	-0.024145162	19
0.09531018	0	-0.024145162	19
2.028148247	0	-0.024145162	19
1.686398954	0	-0.024145162	19
1.280933845	0	-0.024145162	19
1.589235205	0	-0.024145162	19
1.547562509	0	-0.024145162	19
0.336472237	0	-0.024145162	19
1.223775432	0	-0.024145162	19
1.435084525	0	-0.024145162	19
0.916290732	0	-0.024145162	19
0.336472237	0	-0.024145162	19
0.336472237	0	-0.024145162	19
0.641853886	0	-0.024145162	19
1.568615918	0	-0.024145162	19
0.336472237	1	-0.024145162	19
1.335001067	0	-0.024145162	19
2.174751721	0	-0.024145162	19
1.458615023	0	-0.024145162	19
1.481604541	0	-0.024145162	19
1.504077397	0	-0.024145162	19
0.78845736	0	-0.024145162	19
-0.693147181	0	-0.024145162	19
1.757857918	0	-0.024145162	19
1.686398954	0	0.26385546	20
1.974081026	0	0.26385546	20
1.740466175	0	0.26385546	20
2.00148	0	0.155712317	21
1.568615918	0	0.155712317	21
1.916922612	0	0.155712317	21
1.85629799	0	0.155712317	21
1.30833282	1	0.155712317	21
1.704748092	0	0.155712317	21
2.054123734	0	0.155712317	21
1.481604541	0	0.155712317	21
0.993251773	0	0.155712317	21
1.223775432	0	0.295025047	22
1.435084525	0	0.295025047	22
0.832909123	0	0.295025047	22
0.262364264	1	0.295025047	22
1.648658626	0	0.295025047	22
-2.302585093	0	0.295025047	22
0.916290732	1	0.414913663	23
1.16315081	0	0.414913663	23
1.16315081	0	0.224206986	24
2.261763098	0	0.224206986	24
1.435084525	0	0.224206986	24
2.197224577	0	0.224206986	24
1.840549633	0	0.224206986	24
3.484312288	0	0.224206986	24
2.58021683	0	0.224206986	24
0.78845736	1	0.224206986	24
1.722766598	1	0.224206986	24
2.660259537	0	0.196610646	25
1.931521412	1	0.196610646	25
2.028148247	0	0.196610646	25
2.282382386	1	0.196610646	25
0.955511445	0	0.196610646	25
3.772760938	0	0.196610646	25
1.589235205	0	0.196610646	25
1.589235205	0	0.196610646	25
1.252762968	0	0.196610646	25
1.568615918	0	0.196610646	25
1.722766598	0	0.196610646	25
1.252762968	0	0.196610646	25
1.360976553	0	0.196610646	25
1.902107526	0	0.196610646	25
2.066862759	0	-0.096520812	26
1.193922468	0	-0.096520812	26
0.741937345	1	-0.096520812	26
0.470003629	0	-0.096520812	26
1.386294361	0	-0.096520812	26
0.587786665	0	-0.096520812	26
0.916290732	0	-0.096520812	26
2.415913778	0	-0.096520812	26
0.955511445	0	-0.096520812	26
1.360976553	0	-0.096520812	26
2.00148	0	-0.096520812	26
0.262364264	0	-0.096520812	26
-0.105360516	0	-0.096520812	26
-0.916290732	0	-0.096520812	26
0.916290732	1	-0.096520812	26
1.791759469	0	-0.096520812	26
0.693147181	0	-0.096520812	26
1.686398954	0	-0.096520812	26
1.098612289	0	-0.096520812	26
1.064710737	0	-0.096520812	26
1.704748092	0	-0.096520812	26
1.410986974	0	-0.096520812	26
1.360976553	0	-0.096520812	26
2.701361213	0	-0.096520812	26
1.974081026	0	-0.096520812	26
0.832909123	0	-0.096520812	26
1.029619417	1	-0.096520812	26
1.481604541	0	-0.096520812	26
0.405465108	0	-0.096520812	26
2.151762203	0	-0.096520812	26
1.722766598	0	-0.096520812	26
2.151762203	0	-0.096520812	26
1.335001067	0	-0.096520812	26
0.587786665	0	-0.096520812	26
0.641853886	0	-0.096520812	26
1.704748092	0	-0.096520812	26
0.916290732	0	-0.096520812	26
-0.223143551	1	-0.096520812	26
0.741937345	0	-0.096520812	26
1.029619417	0	-0.096520812	26
1.360976553	0	-0.096520812	26
1.458615023	0	-0.096520812	26
1.547562509	0	-0.096520812	26
1.029619417	0	-0.096520812	26
1.410986974	0	-0.096520812	26
0.470003629	0	-0.096520812	26
1.458615023	0	-0.096520812	26
-0.356674944	1	-0.096520812	26
1.704748092	0	-0.096520812	26
1.193922468	1	-0.096520812	26
1.704748092	0	-0.096520812	26
0.916290732	0	-0.096520812	26
0.993251773	0	-0.096520812	26
2.128231706	0	-0.096520812	26
1.193922468	0	-0.096520812	26
1.16315081	0	-0.096520812	26
2.151762203	0	-0.096520812	26
0.530628251	0	-0.096520812	26
1.740466175	0	-0.096520812	26
2.564949357	0	-0.096520812	26
0.993251773	0	-0.096520812	26
1.547562509	0	-0.096520812	26
1.722766598	0	-0.096520812	26
2.624668592	0	-0.096520812	26
2.028148247	1	-0.096520812	26
1.740466175	0	-0.096520812	26
1.526056303	0	-0.096520812	26
2.028148247	0	-0.096520812	26
0.955511445	0	-0.096520812	26
1.504077397	0	-0.096520812	26
1.774952351	0	-0.096520812	26
0.78845736	0	-0.096520812	26
0.875468737	0	-0.096520812	26
1.386294361	0	-0.096520812	26
1.526056303	0	-0.096520812	26
1.526056303	0	-0.096520812	26
2.388762789	0	-0.096520812	26
2.028148247	0	-0.096520812	26
1.098612289	0	-0.096520812	26
0.405465108	0	-0.096520812	26
0.470003629	1	-0.096520812	26
2.803360381	0	-0.096520812	26
1.131402111	0	-0.096520812	26
1.62924054	0	-0.096520812	26
1.589235205	0	-0.096520812	26
1.791759469	0	-0.096520812	26
-0.105360516	1	-0.096520812	26
0.587786665	0	-0.096520812	26
1.360976553	0	-0.096520812	26
1.722766598	0	-0.096520812	26
-0.916290732	1	-0.096520812	26
0.955511445	0	-0.096520812	26
1.280933845	0	-0.096520812	26
1.824549292	0	-0.096520812	26
3.161246712	0	-0.096520812	26
1.360976553	0	-0.096520812	26
1.064710737	0	-0.096520812	26
1.098612289	0	-0.096520812	26
1.547562509	0	-0.096520812	26
1.098612289	0	-0.096520812	26
1.435084525	0	-0.096520812	26
1.335001067	0	-0.096520812	26
1.098612289	0	-0.096520812	26
1.458615023	0	-0.096520812	26
1.064710737	1	-0.096520812	26
1.223775432	0	0.503529069	27
2.140066163	0	0.503529069	27
2.197224577	0	0.503529069	27
1.568615918	1	0.503529069	27
1.280933845	0	0.503529069	27
0.78845736	1	0.503529069	27
1.029619417	1	-0.400596977	28
-0.223143551	1	-0.400596977	28
0.405465108	0	-0.400596977	28
1.526056303	0	-0.400596977	28
1.30833282	1	-0.400596977	28
1.280933845	0	-0.751872233	29
1.098612289	0	-0.751872233	29
0.78845736	0	-0.751872233	29
0.641853886	0	-0.663347631	30
0.955511445	0	-0.663347631	30
0.587786665	0	-0.663347631	30
0.875468737	0	-0.663347631	30
1.458615023	0	-0.663347631	30
0.955511445	0	-0.663347631	30
0.09531018	0	-0.663347631	30
1.193922468	0	-0.663347631	30
0.916290732	0	-0.663347631	30
2.240709689	0	-0.663347631	30
0.262364264	0	-0.663347631	30
2.128231706	0	0.309020285	31
1.609437912	0	0.309020285	31
1.064710737	0	0.309020285	31
2.57261223	0	0.309020285	31
2.727852828	0	0.309020285	31
0.587786665	0	-0.053386009	32
1.335001067	0	-0.053386009	32
2.066862759	0	-0.053386009	32
0.955511445	0	-0.053386009	32
2.424802726	0	0.109732943	33
1.410986974	0	0.109732943	33
2.509599262	0	0.109732943	33
1.902107526	0	0.109732943	33
1.931521412	0	-0.007803367	34
1.504077397	1	-0.007803367	34
-0.105360516	1	-0.007803367	34
0.530628251	0	-0.881828921	35
0.336472237	0	-0.881828921	35
0.693147181	1	-0.881828921	35
0	1	-0.881828921	35
0	0	-0.881828921	35
1.029619417	1	-0.881828921	35
0.262364264	1	-0.881828921	35
2.424802726	1	0.311029879	36
2.772588722	0	0.311029879	36
0.262364264	1	-0.691596384	37
0.262364264	0	-0.691596384	37
0.470003629	0	-0.691596384	37
-0.105360516	0	-0.691596384	37
1.029619417	0	-0.691596384	37
-0.693147181	0	-0.691596384	37
0.405465108	0	-0.691596384	37
1.960094784	0	-0.691596384	37
-0.693147181	0	-0.691596384	37
2.312535424	0	-0.681708848	38
1.458615023	1	-0.681708848	38
1.193922468	0	-0.681708848	38
1.064710737	1	-0.681708848	38
2.525728644	0	0.194447737	39
1.435084525	1	0.194447737	39
1.504077397	0	0.194447737	39
1.360976553	0	0.194447737	39
1.193922468	0	0.194447737	39
2.862200881	0	0.444903746	40
2.360854001	0	0.444903746	40
2.066862759	0	0.444903746	40
1.252762968	1	0.444903746	40
1.871802177	0	0.394734406	41
1.931521412	1	0.394734406	41
1.62924054	0	0.394734406	41
2.48490665	0	0.394734406	41
1.62924054	0	0.394734406	41
2.186051277	0	0.394734406	41
1.757857918	0	0.394734406	41
1.526056303	0	0.394734406	41
1.360976553	0	0.149600343	42
0.405465108	1	0.013764829	43
3.169685581	0	0.013764829	43
-0.105360516	1	0.013764829	43
0.336472237	1	0.013764829	43
0.09531018	1	0.013764829	43
1.029619417	0	0.013764829	43
3.875359021	0	0.013764829	43
-0.105360516	1	0.013764829	43
2.116255515	0	0.013764829	43
1.410986974	0	0.165861836	44
-0.693147181	1	0.165861836	44
1.902107526	0	0.165861836	44
2.014903021	0	0.165861836	44
2.219203484	0	0.165861836	44
-0.693147181	0	0.165861836	44
0.405465108	0	0.165861836	44
2.332143895	0	0.140422594	45
1.360976553	0	0.140422594	45
0.587786665	0	0.140422594	45
2.292534757	0	0.140422594	45
0.832909123	0	0.140422594	45
1.481604541	0	0.140422594	45
1.029619417	0	0.140422594	45
0.09531018	1	0.140422594	45
0.182321557	0	0.140422594	45
0.470003629	1	0.140422594	45
3.234749174	1	0.140422594	45
-2.302585093	1	0.140422594	45
2.360854001	0	0.140422594	45
0.832909123	0	0.023950874	46
1.360976553	0	0.023950874	46
1.974081026	0	0.023950874	46
0.741937345	0	0.023950874	46
1.16315081	0	0.023950874	46
-0.693147181	1	-0.210059522	47
1.740466175	0	-0.210059522	47
0.336472237	0	-0.093226652	48
0.741937345	0	-0.093226652	48
1.481604541	0	-0.093226652	48
0.875468737	0	-0.093226652	48
1.589235205	0	-0.093226652	48
1.098612289	1	-0.093226652	48
1.098612289	0	-0.093226652	48
1.029619417	0	-0.093226652	48
1.360976553	0	-0.093226652	48
2.388762789	0	0.260932471	49
1.85629799	0	0.260932471	49
0.693147181	0	0.260932471	49
1.098612289	0	0.260932471	49
1.504077397	0	0.260932471	49
0.741937345	0	0.260932471	49
2.079441542	0	0.260932471	49
0.262364264	1	0.260932471	49
2.219203484	0	0.260932471	49
0.09531018	1	0.260932471	49
2.360854001	0	0.260932471	49
3.17805383	0	0.260932471	49
2.208274414	0	0.260932471	49
2.493205453	0	0.398849943	50
2.091864062	0	0.248046873	51
2.379546134	0	0.248046873	51
1.435084525	0	0.248046873	51
2.753660712	0	0.248046873	51
1.686398954	0	0.405451775	52
1.824549292	0	0.405451775	52
2.272125886	0	0.405451775	52
2.091864062	0	0.265221717	53
0.470003629	0	0.265221717	53
0.470003629	1	0.265221717	53
1.85629799	0	0.243150079	54
1.481604541	0	0.243150079	54
2.415913778	0	0.243150079	54
2.302585093	0	0.243150079	54
1.504077397	0	0.243150079	54
2.079441542	0	0.243150079	54
0.832909123	0	0.243150079	54
1.16315081	0	0.243150079	54
1.609437912	0	0.243150079	54
1.410986974	0	0.243150079	54
0.09531018	0	0.243150079	54
0.693147181	0	0.243150079	54
0.09531018	1	0.243150079	54
1.064710737	0	0.243150079	54
0.741937345	0	0.243150079	54
2.054123734	0	0.243150079	54
1.335001067	0	0.243150079	54
0.916290732	0	0.243150079	54
1.064710737	0	0.243150079	54
0.530628251	1	0.243150079	54
0.916290732	0	0.243150079	54
2.240709689	0	0.243150079	54
-0.510825624	1	0.243150079	54
0.993251773	0	-0.204730369	55
0.09531018	1	-0.204730369	55
0.741937345	1	-0.204730369	55
2.48490665	0	-0.204730369	55
2.533696814	1	-0.204730369	55
1.16315081	0	-0.204730369	55
1.435084525	0	-0.204730369	55
1.335001067	0	-0.204730369	55
1.30833282	1	-0.074027668	56
1.757857918	0	-0.074027668	56
-1.203972804	1	-0.074027668	56
1.410986974	0	-0.16329217	57
1.029619417	0	-0.16329217	57
0.641853886	0	-0.16329217	57
0.182321557	1	-0.16329217	57
0.182321557	0	-0.16329217	57
0.405465108	0	-0.16329217	57
2.240709689	0	0.478604039	58
0.530628251	0	0.478604039	58
2.493205453	0	0.478604039	58
1.458615023	1	0.478604039	58
1.931521412	0	0.266111083	59
0.336472237	1	0.266111083	59
0.916290732	1	0.266111083	59
2.261763098	0	0.266111083	59
1.335001067	0	0.281148274	60
1.223775432	0	0.281148274	60
1.916922612	0	-0.418053511	61
1.280933845	0	-0.418053511	61
0.78845736	0	-0.418053511	61
0.955511445	0	-0.418053511	61
0.741937345	0	-0.418053511	61
1.945910149	0	-0.418053511	61
0.182321557	0	-0.418053511	61
1.335001067	0	-0.418053511	61
1.252762968	0	-0.418053511	61
1.435084525	0	-0.418053511	61
0.470003629	1	-0.418053511	61
1.029619417	1	-0.418053511	61
2.151762203	0	-0.418053511	61
1.824549292	0	-0.418053511	61
1.648658626	0	-0.418053511	61
0.993251773	0	-0.418053511	61
0.182321557	0	-0.418053511	61
1.252762968	0	-0.418053511	61
1.704748092	0	-0.418053511	61
2.312535424	1	-0.418053511	61
1.704748092	0	-0.418053511	61
0.182321557	0	-0.418053511	61
1.589235205	0	-0.418053511	61
1.386294361	0	-0.418053511	61
1.252762968	0	-0.418053511	61
0.916290732	0	-0.418053511	61
0.182321557	0	-0.418053511	61
0.993251773	0	-0.418053511	61
0.530628251	0	-0.418053511	61
1.131402111	0	-0.418053511	61
-0.356674944	0	-0.418053511	61
0	0	-0.418053511	61
0.641853886	0	0.366322259	62
1.335001067	0	0.366322259	62
2.186051277	0	0.366322259	62
2.00148	0	0.366322259	62
3.0301337	1	0.366322259	62
1.791759469	0	0.380577977	63
0.741937345	0	0.380577977	63
1.757857918	1	0.380577977	63
2.272125886	0	0.193146093	64
1.85629799	0	0.193146093	64
1.526056303	0	0.193146093	64
1.722766598	0	0.193146093	64
2.944438979	0	0.193146093	64
0.875468737	1	0.193146093	64
1.098612289	0	0.193146093	64
1.62924054	0	0.193146093	64
2.041220329	0	0.193146093	64
2.091864062	0	0.193146093	64
1.547562509	0	0.193146093	64
2.128231706	0	0.528024865	65
0.470003629	0	0.528024865	65
1.791759469	1	-0.212045365	66
0.09531018	1	-0.212045365	66
2.433613355	0	-0.212045365	66
1.458615023	1	-0.212045365	66
1.280933845	1	-0.212045365	66
2.332143895	0	-0.212045365	66
1.223775432	1	-0.212045365	66
1.131402111	0	-0.212045365	66
1.280933845	0	-0.212045365	66
0.993251773	0	-0.212045365	66
1.386294361	0	-0.212045365	66
0.182321557	1	-0.212045365	66
0.530628251	1	-0.212045365	66
1.435084525	1	-0.212045365	66
2.960105096	1	0.063115634	67
2.208274414	1	0.063115634	67
0.693147181	0	0.063115634	67
2.433613355	0	0.063115634	67
2.32238772	0	0.063115634	67
0.741937345	1	0.063115634	67
0.182321557	0	0.063115634	67
1.16315081	0	0.063115634	67
0.693147181	1	0.063115634	67
1.458615023	0	0.063115634	67
0.78845736	0	0.063115634	67
1.686398954	0	0.063115634	67
3.226843995	0	0.063115634	67
1.62924054	0	-0.683436482	68
0.832909123	0	-0.683436482	68
1.16315081	0	-0.683436482	68
0.916290732	0	-0.683436482	68
1.029619417	0	-0.683436482	68
1.131402111	0	-0.683436482	68
0.470003629	0	-0.683436482	68
1.547562509	0	-0.683436482	68
1.386294361	0	0.237212123	69
1.609437912	0	0.237212123	69
0.405465108	0	0.237212123	69
1.568615918	0	0.237212123	69
-0.223143551	0	-0.474673717	70
-0.693147181	1	-0.474673717	70
0.875468737	0	-0.474673717	70
0.832909123	0	-0.474673717	70
1.526056303	0	-0.474673717	70
2.397895273	0	-0.474673717	70
2.701361213	0	-0.474673717	70
2.151762203	0	-0.474673717	70
1.504077397	0	-0.474673717	70
0.405465108	0	-0.474673717	70
1.360976553	0	-0.474673717	70
0.587786665	0	-0.474673717	70
0.470003629	0	-0.474673717	70
-0.693147181	0	-0.474673717	70
-0.916290732	1	-0.474673717	70
-0.693147181	1	-0.474673717	70
2.163323026	0	-0.474673717	70
0.470003629	1	-0.474673717	70
0.336472237	0	-0.474673717	70
2.163323026	0	-0.474673717	70
2.406945108	0	-0.474673717	70
0.405465108	0	-0.474673717	70
0.09531018	0	-0.474673717	70
-0.105360516	1	-0.474673717	70
-0.356674944	0	-0.474673717	70
1.435084525	0	-0.474673717	70
1.223775432	0	-0.474673717	70
0.741937345	1	-0.474673717	70
1.064710737	0	-0.474673717	70
0.587786665	0	-0.474673717	70
0.587786665	0	-0.474673717	70
0.875468737	0	-0.474673717	70
0.530628251	0	-0.474673717	70
-0.223143551	1	-0.474673717	70
2.459588842	0	-0.474673717	70
0.587786665	0	-0.474673717	70
1.029619417	0	-0.474673717	70
1.252762968	1	-0.474673717	70
1.280933845	0	-0.474673717	70
1.252762968	0	-0.474673717	70
1.098612289	0	-0.474673717	70
1.16315081	1	-0.474673717	70
1.131402111	0	-0.474673717	70
1.193922468	0	-0.474673717	70
0.530628251	1	-0.474673717	70
1.722766598	0	-0.474673717	70
1.223775432	0	-0.474673717	70
0.405465108	0	-0.474673717	70
3.471966453	0	-0.474673717	70
0.09531018	0	-0.474673717	70
0.741937345	0	-0.474673717	70
-0.223143551	0	-0.474673717	70
0.405465108	0	-0.474673717	70
0.262364264	0	-0.474673717	70
1.131402111	0	-0.474673717	70
1.974081026	0	-0.474673717	70
0.336472237	0	-0.474673717	70
0.262364264	0	-0.474673717	70
0.405465108	0	-0.474673717	70
1.609437912	0	-0.474673717	70
0.832909123	0	-0.474673717	70
0.875468737	0	-0.474673717	70
0.182321557	0	-0.474673717	70
1.686398954	0	-0.474673717	70
0.09531018	0	-0.474673717	70
0.336472237	0	-0.474673717	70
1.974081026	1	-0.474673717	70
0.09531018	0	-0.474673717	70
1.193922468	0	-0.474673717	70
1.16315081	0	-0.474673717	70
0.405465108	0	-0.474673717	70
1.280933845	0	-0.474673717	70
-0.223143551	0	-0.474673717	70
0.470003629	0	-0.474673717	70
0.336472237	0	-0.474673717	70
0.993251773	0	-0.474673717	70
1.193922468	0	-0.474673717	70
-0.105360516	0	-0.474673717	70
-0.510825624	0	-0.474673717	70
0.693147181	0	-0.474673717	70
0.641853886	0	-0.474673717	70
-0.105360516	0	-0.474673717	70
1.686398954	0	-0.474673717	70
0.405465108	0	-0.474673717	70
1.131402111	0	-0.474673717	70
0.587786665	0	-0.474673717	70
-0.105360516	1	-0.474673717	70
1.193922468	0	-0.474673717	70
0.530628251	0	-0.474673717	70
1.131402111	0	-0.474673717	70
-0.356674944	1	-0.474673717	70
1.458615023	0	-0.474673717	70
0.336472237	0	-0.474673717	70
0.587786665	0	-0.474673717	70
0.405465108	0	-0.474673717	70
0.78845736	1	-0.474673717	70
0.875468737	0	-0.474673717	70
0.993251773	0	-0.474673717	70
0.530628251	0	-0.474673717	70
0.09531018	1	-0.474673717	70
0.587786665	1	-0.474673717	70
-1.609437912	0	-0.474673717	70
0.78845736	0	-0.474673717	70
1.526056303	0	-0.474673717	70
0.741937345	0	-0.474673717	70
0.693147181	0	-0.474673717	70
-0.356674944	0	-0.474673717	70
1.85629799	0	-0.474673717	70
1.098612289	0	-0.474673717	70
0.693147181	0	-0.474673717	70
-0.105360516	0	-0.474673717	70
1.193922468	0	-0.474673717	70
0.587786665	0	-0.474673717	70
0.587786665	0	-0.474673717	70
0.78845736	0	-0.474673717	70
1.458615023	0	-0.474673717	70
2.014903021	0	0.116395407	71
1.85629799	0	0.116395407	71
2.116255515	0	0.116395407	71
0.741937345	0	0.116395407	71
1.193922468	0	0.116395407	71
0.262364264	0	0.116395407	71
1.609437912	0	0.116395407	71
0	1	0.116395407	71
1.945910149	0	0.116395407	71
1.740466175	0	0.116395407	71
2.312535424	0	0.116395407	71
1.887069649	0	0.116395407	71
0.955511445	1	0.116395407	71
1.193922468	0	0.116395407	71
0.405465108	1	0.116395407	71
1.609437912	0	0.116395407	71
2.00148	0	0.116395407	71
2.674148649	0	0.116395407	71
0.587786665	0	0.116395407	71
2.00148	0	0.116395407	71
0.955511445	0	0.116395407	71
1.30833282	0	0.116395407	71
0.641853886	0	0.116395407	71
0.78845736	1	0.116395407	71
1.609437912	0	0.116395407	71
1.987874348	0	0.269805739	72
1.30833282	0	0.269805739	72
1.064710737	0	0.269805739	72
1.481604541	0	0.269805739	72
2.128231706	0	0.269805739	72
1.62924054	0	0.269805739	72
1.280933845	0	0.269805739	72
0.405465108	0	0.269805739	72
2.151762203	0	0.269805739	72
2.360854001	0	0.269805739	72
2.079441542	0	0.470778329	73
1.504077397	0	0.470778329	73
1.098612289	0	0.316028976	74
0.875468737	0	0.316028976	74
0.405465108	0	0.316028976	74
1.568615918	0	0.316028976	74
1.916922612	0	-0.046840067	75
0.741937345	0	-0.046840067	75
1.791759469	1	-0.046840067	75
1.064710737	1	0.497594477	76
1.902107526	0	0.497594477	76
2.960105096	0	0.497594477	76
1.386294361	0	0.497594477	76
1.774952351	0	0.150082416	77
2.197224577	0	0.150082416	77
2.128231706	0	0.150082416	77
0.09531018	1	0.150082416	77
1.131402111	0	0.150082416	77
2.442347035	0	0.150082416	77
2.261763098	0	0.150082416	77
1.064710737	0	-0.672029732	78
-0.356674944	1	-0.672029732	78
1.16315081	1	-0.672029732	78
1.547562509	0	-0.672029732	78
1.568615918	0	-0.672029732	78
-0.916290732	0	0.212414197	79
2.2300144	0	0.212414197	79
0.530628251	0	0.212414197	79
-0.105360516	1	0.212414197	79
2.32238772	0	-0.147484283	80
2.041220329	0	-0.147484283	80
0.78845736	0	-0.147484283	80
